timestamp,CNDC,DOX2,PSAL,TEMP[rw],TURB,CPHL
2017-02-05 05:00:00,5.472202745098039,191.8823776470588,32.57077784313726,29.97709607843137,8.350745098039216,0.3675686274509803
2017-02-05 05:15:00,5.4705868,192.298279,32.5635032,29.971828,8.24052,0.3737
2017-02-05 05:30:00,5.471596326530612,192.17582959183676,32.56479346938776,29.97996734693877,9.49769387755102,0.3752857142857143
2017-02-05 05:45:00,5.471754901960785,192.1788149019608,32.56497760784314,29.98128039215686,9.889490196078432,0.3779803921568627
2017-02-05 06:00:00,5.4733836,192.2309316,32.5706733,29.989016000000003,10.3488,0.3914
2017-02-05 06:15:00,5.477248979591836,192.20732571428573,32.582887163265305,30.009306122448976,9.828632653061224,0.3788775510204081
2017-02-05 06:30:00,5.480089411764705,191.790661372549,32.58774915686274,30.03035098039216,10.499921568627451,0.3652549019607843
2017-02-05 06:45:00,5.4811194,191.5262354,32.58656192,30.042364,11.437260000000002,0.3807799999999999
2017-02-05 07:00:00,5.480259591836735,191.67876714285717,32.58144195918367,30.04143265306122,10.389244897959184,0.3752653061224489
2017-02-05 07:15:00,5.479581176470588,192.03805333333332,32.57133547058824,30.04972549019608,8.494294117647058,0.3675686274509803
2017-02-05 07:30:00,5.477205199999999,192.1644108,32.54374794,30.06721,6.6812000000000005,0.3571799999999999
2017-02-05 07:45:00,5.474502244897959,192.18553306122448,32.5202396122449,30.075351020408164,5.589857142857143,0.3620204081632653
2017-02-05 08:00:00,5.4723170588235295,192.18887529411765,32.509408,30.069743137254903,5.6834509803921565,0.3594705882352941
2017-02-05 08:15:00,5.470914400000001,192.1714734,32.504335,30.063338,5.8493200000000005,0.3619
2017-02-05 08:30:00,5.469869591836735,192.1483430612245,32.50251946938776,30.055626530612244,5.840510204081633,0.3608163265306122
2017-02-05 08:45:00,5.47004294117647,191.9642037254902,32.505650490196075,30.052676470588235,5.862882352941177,0.3502156862745098
2017-02-05 09:00:00,5.4706506,191.8769656,32.51572122,30.043708,5.8388800000000005,0.3500999999999999
2017-02-05 09:15:00,5.471061836734694,192.04844387755105,32.52378867346939,30.035755102040817,5.781775510204082,0.3535918367346939
2017-02-05 09:30:00,5.471311176470588,191.95300960784311,32.530999529411766,30.02748235294117,5.801254901960784,0.3502156862745098
2017-02-05 09:45:00,5.471570799999999,191.8319366,32.53829104,30.019192,5.896459999999999,0.36546
2017-02-05 10:00:00,5.472408775510204,191.60803448979595,32.5532602244898,30.00522857142857,6.016714285714286,0.3536122448979591
2017-02-05 10:15:00,5.4747345098039215,191.61437,32.57085705882353,30.00216274509804,6.298705882352941,0.3398039215686274
2017-02-05 10:30:00,5.4748292,191.8111958,32.5904757,29.973918,7.03176,0.3500999999999999
2017-02-05 10:45:00,5.476093061224489,191.57750163265308,32.61316695918367,29.95274081632653,7.169938775510204,0.3271020408163265
2017-02-05 11:00:00,5.477041960784313,191.57439333333332,32.62651207843137,29.94235294117647,6.60156862745098,0.3224509803921568
2017-02-05 11:15:00,5.4768084,191.636773,32.63737388,29.923908,6.26774,0.3111399999999999
