DateTime,CNDC,DOX2,PSAL,TEMP,TURB,CPHL
2019-02-16 07:15:00,5.8246225,213.8952675,34.123723749999996,31.132175,3.672,1.015
2019-02-16 07:30:00,5.820756,214.02386700000002,34.1236762,31.095459999999996,3.6719999999999997,1.1166
2019-02-16 07:45:00,5.813729,214.281119,34.1251216,31.026510000000002,3.7334000000000005,1.2417
2019-02-16 08:00:00,5.804374,214.20004699999998,34.12586159999999,30.93634,3.7334000000000005,1.355
2019-02-16 08:15:00,5.787194,213.43600299999997,34.124722199999994,30.774310000000003,3.935142857142857,1.433
2019-02-16 08:30:00,5.76782,210.75891299999998,34.1227853,30.592419999999997,,1.373
2019-02-16 08:45:00,5.776244,210.287052,34.125757699999994,30.668509999999998,,1.2953
2019-02-16 09:00:00,5.768236,206.61006600000002,34.1305249,30.585320000000003,,1.1941
2019-02-16 09:15:00,5.752027,201.982286,34.1388391,30.418799999999997,,1.039
2019-02-16 09:30:00,5.735284999999999,198.90479399999998,34.1401132,30.25725,,0.8897999999999999
2019-02-16 09:45:00,5.7337739999999995,198.483946,34.1400026,30.242970000000003,,0.8658999999999999
2019-02-16 10:00:00,5.734335,198.17384199999998,34.1396358,30.24886,,0.9015000000000001
2019-02-16 10:15:00,5.725976,196.988491,34.1356304,30.174740000000003,,0.806
2019-02-16 10:30:00,5.731287,197.09657199999998,34.136644000000004,30.224020000000003,,0.788
2019-02-16 10:45:00,5.734368,196.810106,34.1354962,30.25505,,0.8119999999999999
2019-02-16 11:00:00,5.731862,196.50788,34.1305786,30.23812,,0.782
2019-02-16 11:15:00,5.729225,196.498592,34.1258501,30.219690000000003,,0.7401
2019-02-16 11:30:00,5.726028,196.69509,34.1188535,30.19911,,0.74
2019-02-16 11:45:00,5.723019,197.075961,34.109506499999995,30.18367,,0.764
2019-02-16 12:00:00,5.720488,196.961481,34.10596030000001,30.16452,,0.77
2019-02-16 12:15:00,5.7149920000000005,196.92834599999998,34.1019797,30.117650000000005,,0.758
2019-02-16 12:30:00,5.7147120000000005,196.696091,34.1030858,30.11341,,0.74
2019-02-16 12:45:00,5.715831,196.670157,34.1047371,30.121760000000002,,0.752
2019-02-16 13:00:00,5.7118720000000005,196.777929,34.1008578,30.089389999999998,,0.794
2019-02-16 13:15:00,5.711119,196.457843,34.102187400000005,30.080309999999997,,0.77
2019-02-16 13:30:00,5.711301000000001,196.488243,34.1035991,30.080040000000004,,0.764
2019-02-16 13:45:00,5.712492,196.38723099999999,34.108465,30.084519999999998,,0.752
2019-02-16 14:00:00,5.71239,196.154875,34.1104692,30.0807,,0.7161
2019-02-16 14:15:00,5.711335,196.075695,34.1095852,30.071859999999997,,0.734
2019-02-16 14:30:00,5.712382,195.92654,34.114218799999996,30.0753,,0.7221
2019-02-16 14:45:00,5.713048,195.847251,34.118323700000005,30.07582,,0.7041999999999999
2019-02-16 15:00:00,5.7138860000000005,195.98721500000002,34.1205195,30.08071,,0.6806
2019-02-16 15:15:00,5.714069,195.793134,34.1278824,30.071999999999996,,0.6984
2019-02-16 15:30:00,5.714949,195.701357,34.1298899,30.077550000000002,,0.6747
2019-02-16 15:45:00,5.716735,195.491959,34.1322769,30.09124,,0.6688000000000001
2019-02-16 16:00:00,5.7175780000000005,195.62345499999998,34.1333695,30.09775,,0.6688000000000001
2019-02-16 16:15:00,5.717384,195.73668,34.13494,30.093650000000004,,0.6865
2019-02-16 16:30:00,5.71525,195.77858,34.1371061,30.0702,,0.7044
2019-02-16 16:45:00,5.714249,195.81293,34.1371338,30.06059,,0.722
2019-02-16 17:00:00,5.713977,195.935043,34.1379368,30.05684,,0.734
2019-02-16 17:15:00,5.712919,195.977922,34.138753300000005,30.04558,,0.734
2019-02-16 17:30:00,5.711753,195.902761,34.13907,30.03399,,0.734
2019-02-16 17:45:00,5.710767,195.727054,34.1396789,30.0237,,0.752
2019-02-16 18:00:00,5.709945,195.48139899999998,34.1405458,30.01462,,0.7221
