DateTime,CNDC,DOX2,PSAL,TEMP,TURB,CPHL
2017-07-15 03:15:00,5.4080625,201.3258625,34.355937999999995,26.81915,6.507,0.42
2017-07-15 03:30:00,5.408427777777778,201.66835555555556,34.355613444444444,26.82312222222222,6.239222222222222,0.42
2017-07-15 03:45:00,5.409098,202.047862,34.3535105,26.832420000000003,5.4707,0.414
2017-07-15 04:00:00,5.40628,202.0026,34.3529773,26.80596,6.1213999999999995,0.45599999999999996
2017-07-15 04:15:00,5.409696666666666,202.00449666666665,34.353693666666665,26.837944444444446,5.543,0.44
2017-07-15 04:30:00,5.406913,201.71422,34.3548048,26.8096,6.434700000000001,0.48600000000000004
2017-07-15 04:45:00,5.408614,201.431209,34.3551907,26.82551,5.9768,0.46799999999999997
2017-07-15 05:00:00,5.408546666666667,201.2363588888889,34.355900444444444,26.8239,5.998222222222222,0.48666666666666664
2017-07-15 05:15:00,5.408276,201.256043,34.3560852,26.821050000000003,6.2177999999999995,0.504
2017-07-15 05:30:00,5.409442,201.304633,34.3568566,26.831220000000002,5.7599,0.528
2017-07-15 05:45:00,5.40878,201.33812444444445,34.357171666666666,26.82443333333333,5.9446666666666665,0.5666666666666668
2017-07-15 06:00:00,5.40945,201.448544,34.3579449,26.82984,6.025,0.5820000000000001
2017-07-15 06:15:00,5.40971,201.627679,34.3585115,26.831599999999998,5.7358,0.624
2017-07-15 06:30:00,5.408654444444444,201.7844211111111,34.35807922222222,26.822022222222223,5.1145555555555555,0.62
2017-07-15 06:45:00,5.409034,202.125282,34.358562899999995,26.82501,5.0851,0.654
2017-07-15 07:00:00,5.415984,203.408858,34.3614458,26.88809,3.9524,0.672
2017-07-15 07:15:00,5.417851111111111,203.9829433333333,34.362761222222225,26.90428888888889,3.615,0.7
2017-07-15 07:30:00,5.41347,203.64786199999998,34.3602576,26.865460000000002,3.7596000000000003,0.714
2017-07-15 07:45:00,5.418101,204.750905,34.3631534,26.906200000000002,3.4704,0.72
2017-07-15 08:00:00,5.4158,204.70968888888888,34.36312133333334,26.884044444444445,3.4543333333333335,0.68
2017-07-15 08:15:00,5.41303,204.468112,34.3635178,26.85682,3.3981000000000003,0.66
2017-07-15 08:30:00,5.411351,204.296661,34.363788799999995,26.84028,3.3981000000000003,0.66
2017-07-15 08:45:00,5.409186666666667,203.90947888888888,34.36359177777778,26.819677777777777,3.4543333333333335,0.68
2017-07-15 09:00:00,5.408386,203.879754,34.364081299999995,26.81128,3.5667999999999997,0.678
2017-07-15 09:15:00,5.408305,204.019309,34.3648791,26.80942,3.5667999999999997,0.72
2017-07-15 09:30:00,5.406407777777778,203.63583666666668,34.36413288888889,26.792166666666667,3.588222222222222,0.7
2017-07-15 09:45:00,5.405638,203.415212,34.3631997,26.78597,3.6391000000000004,0.6900000000000001
2017-07-15 10:00:00,5.408446,203.76187099999999,34.3639682,26.81202,3.8319,0.6900000000000001
2017-07-15 10:15:00,5.413596666666667,204.45986,34.367046111111115,26.857511111111112,3.106222222222222,0.6666666666666666
2017-07-15 10:30:00,5.4106250000000005,203.95057200000002,34.3659601,26.83035,3.2776000000000005,0.648
2017-07-15 10:45:00,5.4073080000000004,203.525331,34.3636641,26.80145,3.2776000000000005,0.636
2017-07-15 11:00:00,5.406305555555556,203.3448833333333,34.36265344444444,26.793155555555554,3.4275555555555557,0.6333333333333333
2017-07-15 11:15:00,5.405203,203.026539,34.361588,26.78397,3.4704,0.63
2017-07-15 11:30:00,5.40545,203.092142,34.3618816,26.78596,3.3499000000000003,0.606
2017-07-15 11:45:00,5.406662222222222,203.41308222222222,34.36251855555556,26.796777777777777,3.025888888888889,0.6133333333333333
2017-07-15 12:00:00,5.404414,203.414616,34.3625011,26.77511,3.2535,0.624
2017-07-15 12:15:00,5.403796,202.956014,34.3605748,26.771769999999997,3.7114,0.618
2017-07-15 12:30:00,5.403818888888889,202.5284111111111,34.36056555555555,26.772000000000002,4.070222222222223,0.6066666666666667
2017-07-15 12:45:00,5.404387,201.94302399999998,34.359981499999996,26.77827,4.9164,0.6599999999999999
2017-07-15 13:00:00,5.4034819999999995,201.199514,34.3613295,26.76773,4.5549,0.636
2017-07-15 13:15:00,5.403924444444445,200.89233444444443,34.36220766666666,26.77081111111111,4.793222222222223,0.62
2017-07-15 13:30:00,5.405241,201.060925,34.3607259,26.78549,5.4225,0.6599999999999999
2017-07-15 13:45:00,5.403395000000001,201.199683,34.3604048,26.76812,4.2898,0.618
2017-07-15 14:00:00,5.403492222222223,201.51890333333333,34.359254,26.77061111111111,4.311222222222223,0.6133333333333333
2017-07-15 14:15:00,5.403419,201.771964,34.3604148,26.768340000000002,3.7355000000000005,0.606
2017-07-15 14:30:00,5.404477,201.69380999999998,34.3611153,26.777589999999996,4.0006,0.576
2017-07-15 14:45:00,5.403663333333333,201.81448111111112,34.36190922222222,26.768666666666668,4.230888888888889,0.5933333333333333
2017-07-15 15:00:00,5.4033549999999995,201.762775,34.3622199,26.76528,3.9765,0.5700000000000001
2017-07-15 15:15:00,5.4031530000000005,201.369531,34.361988100000005,26.763650000000002,4.7959,0.576
2017-07-15 15:30:00,5.403225555555555,201.1541211111111,34.361742,26.76468888888889,5.275222222222222,0.58
2017-07-15 15:45:00,5.403271999999999,201.05951299999998,34.3617308,26.76515,5.4707,0.594
2017-07-15 16:00:00,5.403307,200.727393,34.3622834,26.76474,5.326099999999999,0.6
2017-07-15 16:15:00,5.403588888888889,200.11038444444443,34.363351333333334,26.766033333333333,5.891111111111111,0.5933333333333333
2017-07-15 16:30:00,5.403026,199.61260199999998,34.365136,26.758190000000003,5.4466,0.558
2017-07-15 16:45:00,5.402665000000001,199.485758,34.3648955,26.755029999999998,5.4225,0.5640000000000001
2017-07-15 17:00:00,5.402462222222223,199.43959333333333,34.36463033333334,26.753444444444444,5.757222222222222,0.5533333333333333
2017-07-15 17:15:00,5.4018369999999996,199.380439,34.3648767,26.74707,5.5671,0.5820000000000001
2017-07-15 17:30:00,5.400727,199.49772000000002,34.3648557,26.73641,5.735799999999999,0.5640000000000001
2017-07-15 17:45:00,5.399806666666667,199.71959,34.364340222222225,26.72822222222222,5.784,0.6000000000000001
2017-07-15 18:00:00,5.399379,199.920988,34.3633782,26.725389999999997,5.543,0.5700000000000001
2017-07-15 18:15:00,5.399978,200.065852,34.361886000000005,26.73317,6.338299999999999,0.594
2017-07-15 18:30:00,5.399006666666667,200.21953333333332,34.362257,26.723311111111112,5.9446666666666665,0.6266666666666666
2017-07-15 18:45:00,5.398735,200.348979,34.362233,26.72072,5.8322,0.606
2017-07-15 19:00:00,5.398759,200.56293,34.3627223,26.720299999999998,5.8081,0.624
2017-07-15 19:15:00,5.398986666666667,200.67582333333334,34.36206688888889,26.72338888888889,5.5697777777777775,0.6466666666666667
2017-07-15 19:30:00,5.399113,200.318565,34.3624885,26.72403,5.3020000000000005,0.6839999999999999
2017-07-15 19:45:00,5.398948,200.10431599999998,34.3629326,26.721839999999997,4.771800000000001,0.618
2017-07-15 20:00:00,5.399383333333333,200.70486888888888,34.36346344444444,26.72532222222222,4.605777777777778,0.5866666666666667
2017-07-15 20:15:00,5.398758,200.990687,34.364232900000005,26.71825,3.9042000000000003,0.5820000000000001
2017-07-15 20:30:00,5.398072,201.169183,34.3651113,26.71046,3.7596000000000003,0.576
2017-07-15 20:45:00,5.396562222222222,201.38678888888887,34.36680511111111,26.69361111111111,3.374,0.5466666666666666
2017-07-15 21:00:00,5.396694999999999,201.460368,34.3679492,26.69335,3.7596000000000003,0.576
2017-07-15 21:15:00,5.397802,201.434734,34.3683816,26.70344,4.1693,0.606
2017-07-15 21:30:00,5.398293333333333,201.46029333333334,34.36825111111111,26.708355555555556,4.043444444444444,0.5933333333333333
2017-07-15 21:45:00,5.397412,201.50433900000002,34.3685466,26.699450000000002,3.9524,0.576
2017-07-15 22:00:00,5.396481,201.538579,34.3691715,26.68963,4.0247,0.6
2017-07-15 22:15:00,5.396238888888889,201.54159666666666,34.368103,26.68873333333333,4.204111111111112,0.56
2017-07-15 22:30:00,5.39622,201.54750800000002,34.3676732,26.68913,4.1934,0.5640000000000001
2017-07-15 22:45:00,5.397399,201.722956,34.367708199999996,26.70045,3.5667999999999997,0.5640000000000001
2017-07-15 23:00:00,5.398354444444444,201.82440888888888,34.368008555555555,26.709266666666664,5.034222222222223,0.5333333333333334
2017-07-15 23:15:00,5.399538,201.815965,34.3677328,26.72105,5.061,0.54
2017-07-15 23:30:00,5.400582,201.96935200000001,34.3683549,26.7303,5.326099999999999,0.516
2017-07-15 23:45:00,5.401934444444445,202.00630555555554,34.36743233333333,26.744555555555554,5.061,0.48666666666666664
2017-07-16 00:00:00,5.401422222222222,201.80252555555555,34.36575633333334,26.74191111111111,5.703666666666667,0.5133333333333333
2017-07-16 00:15:00,5.399844,201.56785,34.3647452,26.728019999999997,6.241899999999999,0.528
2017-07-16 00:30:00,5.398943333333333,201.56340555555553,34.36481144444444,26.719266666666666,5.810777777777778,0.5066666666666667
2017-07-16 00:45:00,5.39954,201.558773,34.365429,26.72418,5.2056,0.48599999999999993
2017-07-16 01:00:00,5.400477,201.56802199999998,34.365598899999995,26.73297,5.2779,0.534
2017-07-16 01:15:00,5.402232222222222,201.47779555555556,34.365819,26.749633333333335,5.382333333333333,0.5133333333333333
2017-07-16 01:30:00,5.403381,201.425408,34.3665436,26.75973,5.3984000000000005,0.54
2017-07-16 01:45:00,5.403967,201.229131,34.3667893,26.765030000000003,5.784,0.534
2017-07-16 02:00:00,5.405191111111112,201.42588555555554,34.367093,26.77641111111111,5.328777777777777,0.48000000000000004
2017-07-16 02:15:00,5.408103,202.065652,34.3682961,26.80286,4.4344,0.438
